id,function_id,example_en,example_ko,elementary_recommended,source_id
619,CF-2022-1-3,Don’t you agree?,,0,ncic_2022_eng_byeol14_hwp
620,CF-2022-1-3,Would/Do you agree with me?,,0,ncic_2022_eng_byeol14_hwp
621,CF-2022-2-1,I (don’t) know (about) ... .,,0,ncic_2022_eng_byeol14_hwp
622,CF-2022-2-1,I heard/have heard (about) ... .,,0,ncic_2022_eng_byeol14_hwp
623,CF-2022-2-1,I’m aware (of) ... .,,0,ncic_2022_eng_byeol14_hwp
624,CF-2022-2-1,I have no idea.,,0,ncic_2022_eng_byeol14_hwp
625,CF-2022-2-1,I haven’t got a clue.,,0,ncic_2022_eng_byeol14_hwp
626,CF-2022-2-1,Do you know (about) ... ?,,0,ncic_2022_eng_byeol14_hwp
627,CF-2022-2-1,Have you heard (about) ... ?,,0,ncic_2022_eng_byeol14_hwp
628,CF-2022-2-1,"You know ... (, don’t you)?",,0,ncic_2022_eng_byeol14_hwp
629,CF-2022-2-1,Are you aware (of) ... ?,,0,ncic_2022_eng_byeol14_hwp
630,CF-2022-2-2,I’m curious about ... .,,0,ncic_2022_eng_byeol14_hwp
631,CF-2022-2-2,I wonder ... .,,0,ncic_2022_eng_byeol14_hwp
632,CF-2022-2-2,I’d be (very) interested to know ... .,,0,ncic_2022_eng_byeol14_hwp
633,CF-2022-2-2,Can someone tell me about ... ?,,0,ncic_2022_eng_byeol14_hwp
634,CF-2022-2-2,I have a question.,,0,ncic_2022_eng_byeol14_hwp
635,CF-2022-2-2,"(Please,) Tell me (about)... .",,0,ncic_2022_eng_byeol14_hwp
636,CF-2022-2-3,I (don’t/can’t) remember ... .,,0,ncic_2022_eng_byeol14_hwp
637,CF-2022-2-3,I (nearly/completely) forgot (about that/where I put my bag).,,0,ncic_2022_eng_byeol14_hwp
638,CF-2022-2-3,I’ll never forget ... .,,0,ncic_2022_eng_byeol14_hwp
639,CF-2022-2-3,Do/Don’t you remember ... ?,,0,ncic_2022_eng_byeol14_hwp
640,CF-2022-2-3,I wonder if you remember ... .,,0,ncic_2022_eng_byeol14_hwp
641,CF-2022-2-3,"You haven’t forgotten about ... , have you?",,0,ncic_2022_eng_byeol14_hwp
642,CF-2022-2-4,Remember to ... .,,0,ncic_2022_eng_byeol14_hwp
643,CF-2022-2-4,Remind me to ... .,,0,ncic_2022_eng_byeol14_hwp
644,CF-2022-2-4,Don’t forget to ... .,,0,ncic_2022_eng_byeol14_hwp
645,CF-2022-2-5,I’m (not) sure.,,0,ncic_2022_eng_byeol14_hwp
646,CF-2022-2-5,Are you sure/certain about ... ?,,0,ncic_2022_eng_byeol14_hwp
647,CF-2022-2-5,I have no doubt.,,0,ncic_2022_eng_byeol14_hwp
648,CF-2022-2-5,I’m (not) (quite/fairly/absolutely) sure/certain ... .,,0,ncic_2022_eng_byeol14_hwp
649,CF-2022-2-5,How sure are you that ... ?,,0,ncic_2022_eng_byeol14_hwp
650,CF-2022-2-5,It seems ... .,,0,ncic_2022_eng_byeol14_hwp
651,CF-2022-3-1,... may/can be changed.,,0,ncic_2022_eng_byeol14_hwp
652,CF-2022-3-1,Perhaps/Possibly/Maybe they will ... .,,0,ncic_2022_eng_byeol14_hwp
653,CF-2022-3-1,They should/ought to ... .,,0,ncic_2022_eng_byeol14_hwp
654,CF-2022-3-1,It is certain/probable/likely/possible/ impossible that ... .,,0,ncic_2022_eng_byeol14_hwp
655,CF-2022-3-1,May/Can John ... ?,,0,ncic_2022_eng_byeol14_hwp
656,CF-2022-3-1,Is Mary likely to ... ?,,0,ncic_2022_eng_byeol14_hwp
657,CF-2022-3-1,Is it probable/likely/possible/ impossible that ... ?,,0,ncic_2022_eng_byeol14_hwp
658,CF-2022-3-2,You have to/must ... .,,0,ncic_2022_eng_byeol14_hwp
659,CF-2022-3-2,You should/ought to ... .,,0,ncic_2022_eng_byeol14_hwp
660,CF-2022-3-2,It is required to ... .,,0,ncic_2022_eng_byeol14_hwp
661,CF-2022-3-2,You’re expected to ... .,,0,ncic_2022_eng_byeol14_hwp
662,CF-2022-3-2,Must I ... ?,,0,ncic_2022_eng_byeol14_hwp
663,CF-2022-3-2,Do I (really) have/need to (...)?,,0,ncic_2022_eng_byeol14_hwp
664,CF-2022-3-2,Is it necessary to ... ?,,0,ncic_2022_eng_byeol14_hwp
665,CF-2022-3-2,I don’t have/need to ... .,,0,ncic_2022_eng_byeol14_hwp
666,CF-2022-3-3,May/Can I ... ?,,0,ncic_2022_eng_byeol14_hwp
667,CF-2022-3-3,"(Yes,) You may/can ... .",,0,ncic_2022_eng_byeol14_hwp
668,CF-2022-3-3,"(No,) You may not/can’t.",,0,ncic_2022_eng_byeol14_hwp
669,CF-2022-3-3,Is it all right/okay if ... ?,,0,ncic_2022_eng_byeol14_hwp
670,CF-2022-3-3,I wonder if I could ... .,,0,ncic_2022_eng_byeol14_hwp
671,CF-2022-3-3,Do you mind if ... ?,,0,ncic_2022_eng_byeol14_hwp
672,CF-2022-3-3,You must not/may not ... .,,0,ncic_2022_eng_byeol14_hwp
673,CF-2022-3-3,(I’m afraid) it’s/that’s not possible.,,0,ncic_2022_eng_byeol14_hwp
674,CF-2022-3-3,You’re not allowed/supposed to ... .,,0,ncic_2022_eng_byeol14_hwp
675,CF-2022-3-4,I can (not) ... .,,0,ncic_2022_eng_byeol14_hwp
676,CF-2022-3-4,I was (not) able to ... .,,0,ncic_2022_eng_byeol14_hwp
677,CF-2022-3-4,I (don’t) know how to ... .,,0,ncic_2022_eng_byeol14_hwp
678,CF-2022-3-4,I’m (not) good at ... .,,0,ncic_2022_eng_byeol14_hwp
679,CF-2022-3-4,Can you ... ?,,0,ncic_2022_eng_byeol14_hwp
680,CF-2022-3-4,Do you know how to ... ?,,0,ncic_2022_eng_byeol14_hwp
681,CF-2022-3-4,Are you good at ... ?,,0,ncic_2022_eng_byeol14_hwp
682,CF-2022-4-1,I want (to) ... .,,0,ncic_2022_eng_byeol14_hwp
683,CF-2022-4-1,I’d like ... .,,0,ncic_2022_eng_byeol14_hwp
684,CF-2022-4-1,I look/am looking forward to ... .,,0,ncic_2022_eng_byeol14_hwp
685,CF-2022-4-1,I wish I could ... .,,0,ncic_2022_eng_byeol14_hwp
686,CF-2022-4-1,Do you want (to) ... ?,,0,ncic_2022_eng_byeol14_hwp
687,CF-2022-4-1,Would you like ... ?,,0,ncic_2022_eng_byeol14_hwp
688,CF-2022-4-1,Do you wish (you could) ... ?,,0,ncic_2022_eng_byeol14_hwp
689,CF-2022-4-1,Are you looking forward to ... ?,,0,ncic_2022_eng_byeol14_hwp
690,CF-2022-4-2,I’m going to ... .,,0,ncic_2022_eng_byeol14_hwp
691,CF-2022-4-2,I’m thinking of ... .,,0,ncic_2022_eng_byeol14_hwp
692,CF-2022-4-2,I’m planning to ... .,,0,ncic_2022_eng_byeol14_hwp
693,CF-2022-4-2,What will you do ... ?,,0,ncic_2022_eng_byeol14_hwp
694,CF-2022-4-2,Will you ... ?,,0,ncic_2022_eng_byeol14_hwp
695,CF-2022-4-2,Are you going to ... ?,,0,ncic_2022_eng_byeol14_hwp
696,CF-2022-4-2,Are you thinking of ... ?,,0,ncic_2022_eng_byeol14_hwp
697,CF-2022-4-2,Are you planning to ... ?,,0,ncic_2022_eng_byeol14_hwp
698,CF-2022-5-1,That’s great/wonderful!,,0,ncic_2022_eng_byeol14_hwp
699,CF-2022-5-1,I’m/I feel (very/so) happy/glad.,,0,ncic_2022_eng_byeol14_hwp
700,CF-2022-5-1,I’m (very) glad/delighted to ... .,,0,ncic_2022_eng_byeol14_hwp
701,CF-2022-5-1,It’s a (great) pleasure to ... .,,0,ncic_2022_eng_byeol14_hwp
702,CF-2022-5-2,I hope ... .,,0,ncic_2022_eng_byeol14_hwp
703,CF-2022-5-2,I’m looking forward to ... .,,0,ncic_2022_eng_byeol14_hwp
704,CF-2022-5-2,I can’t wait for ... .,,0,ncic_2022_eng_byeol14_hwp
705,CF-2022-5-2,I’m excited (about... )!,,0,ncic_2022_eng_byeol14_hwp
706,CF-2022-5-3,I’m/I feel (rather/quite/very) sad/ unhappy/angry/upset/annoyed (about ...).,,0,ncic_2022_eng_byeol14_hwp
707,CF-2022-5-3,That makes me (really) sad/angry.,,0,ncic_2022_eng_byeol14_hwp
708,CF-2022-5-3,I’m in a bad mood (now/today).,,0,ncic_2022_eng_byeol14_hwp
709,CF-2022-5-3,I can’t stand ... .,,0,ncic_2022_eng_byeol14_hwp
710,CF-2022-5-3,... is (very) annoying/irritating.,,0,ncic_2022_eng_byeol14_hwp
711,CF-2022-5-3,How sad.,,0,ncic_2022_eng_byeol14_hwp
712,CF-2022-5-4,I’m/I feel (very) disappointed.,,0,ncic_2022_eng_byeol14_hwp
713,CF-2022-5-4,That’s very disappointing.,,0,ncic_2022_eng_byeol14_hwp
714,CF-2022-5-4,What a pity/shame!,,0,ncic_2022_eng_byeol14_hwp
715,CF-2022-5-4,"Oh, my(goodness)!",,0,ncic_2022_eng_byeol14_hwp
716,CF-2022-5-5,I’m (rather) worried/anxious (about ...).,,0,ncic_2022_eng_byeol14_hwp
717,CF-2022-5-5,I’m scared/frightened/terrified (to ...).,,0,ncic_2022_eng_byeol14_hwp
718,CF-2022-5-6,Are you all right/okay?,,0,ncic_2022_eng_byeol14_hwp
719,CF-2022-5-6,How are you feeling?,,0,ncic_2022_eng_byeol14_hwp
720,CF-2022-5-6,Are you afraid/scared/frightened of ... ?,,0,ncic_2022_eng_byeol14_hwp
721,CF-2022-5-6,Are you worried/concerned/anxious about ... ?,,0,ncic_2022_eng_byeol14_hwp
722,CF-2022-5-6,What are you afraid of/worry about?,,0,ncic_2022_eng_byeol14_hwp
723,CF-2022-5-6,Why are you so happy/excited/sad/ angry?,,0,ncic_2022_eng_byeol14_hwp
724,CF-2022-5-6,What’s wrong?,,0,ncic_2022_eng_byeol14_hwp
725,CF-2022-5-6,What’s the matter?,,0,ncic_2022_eng_byeol14_hwp
726,CF-2022-5-7,Don’t worry.,,0,ncic_2022_eng_byeol14_hwp
727,CF-2022-5-7,Come on!,,0,ncic_2022_eng_byeol14_hwp
728,CF-2022-5-7,Cheer up!,,0,ncic_2022_eng_byeol14_hwp
729,CF-2022-5-7,Don’t worry/be afraid/be frightened.,,0,ncic_2022_eng_byeol14_hwp
730,CF-2022-5-7,Things will be better (soon).,,0,ncic_2022_eng_byeol14_hwp
731,CF-2022-5-7,Everything will be ok/all right.,,0,ncic_2022_eng_byeol14_hwp
732,CF-2022-5-7,Don’t be disappointed/discouraged.,,0,ncic_2022_eng_byeol14_hwp
733,CF-2022-5-8,That’s too bad.,,0,ncic_2022_eng_byeol14_hwp
734,CF-2022-5-8,I’m (so/very) sorry (to hear ...).,,0,ncic_2022_eng_byeol14_hwp
735,CF-2022-5-8,That’s a pity/shame.,,0,ncic_2022_eng_byeol14_hwp
736,CF-2022-5-9,I feel the same way.,,0,ncic_2022_eng_byeol14_hwp
737,CF-2022-5-9,I understand how you feel.,,0,ncic_2022_eng_byeol14_hwp
738,CF-2022-5-9,I agree with you.,,0,ncic_2022_eng_byeol14_hwp
739,CF-2022-5-9,I think you’re right.,,0,ncic_2022_eng_byeol14_hwp
740,CF-2022-5-10,Calm down!,,0,ncic_2022_eng_byeol14_hwp
741,CF-2022-5-10,Don’t get so angry!,,0,ncic_2022_eng_byeol14_hwp
742,CF-2022-5-10,There’s nothing to get angry about.,,0,ncic_2022_eng_byeol14_hwp
743,CF-2022-5-10,That’s too bad.,,0,ncic_2022_eng_byeol14_hwp
744,CF-2022-5-10,I feel the same way.,,0,ncic_2022_eng_byeol14_hwp
745,CF-2022-5-11,That’s a relief.,,0,ncic_2022_eng_byeol14_hwp
746,CF-2022-5-11,What a relief!,,0,ncic_2022_eng_byeol14_hwp
747,CF-2022-5-11,Thank goodness.,,0,ncic_2022_eng_byeol14_hwp
748,CF-2022-5-11,I’m relieved/glad to hear ... .,,0,ncic_2022_eng_byeol14_hwp
749,CF-2022-5-12,I (don’t) like/love (to) ... .,,0,ncic_2022_eng_byeol14_hwp
750,CF-2022-5-12,I enjoy ... (very much).,,0,ncic_2022_eng_byeol14_hwp
751,CF-2022-5-12,My favorite thing is ... .,,0,ncic_2022_eng_byeol14_hwp
752,CF-2022-5-12,... is (very) good/nice/pleasant.,,0,ncic_2022_eng_byeol14_hwp
753,CF-2022-5-12,I hate (to) ... .,,0,ncic_2022_eng_byeol14_hwp
754,CF-2022-5-12,Do you like ... ?,,0,ncic_2022_eng_byeol14_hwp
755,CF-2022-5-12,What (...) do you like?,,0,ncic_2022_eng_byeol14_hwp
756,CF-2022-5-12,What’s/Who’s your favorite ... ?,,0,ncic_2022_eng_byeol14_hwp
757,CF-2022-5-13,I prefer X to Y.,,0,ncic_2022_eng_byeol14_hwp
758,CF-2022-5-13,I(’d) prefer (to) ... (if possible).,,0,ncic_2022_eng_byeol14_hwp
759,CF-2022-5-13,I think X is better than/preferable to Y.,,0,ncic_2022_eng_byeol14_hwp
760,CF-2022-5-13,Which do you prefer?,,0,ncic_2022_eng_byeol14_hwp
761,CF-2022-5-13,Do you prefer X to/or Y?,,0,ncic_2022_eng_byeol14_hwp
762,CF-2022-5-13,Do you like X better/more than Y?,,0,ncic_2022_eng_byeol14_hwp
763,CF-2022-5-14,Good!/Fine!/Excellent!,,0,ncic_2022_eng_byeol14_hwp
764,CF-2022-5-14,I’m (not) satisfied/happy (with ...).,,0,ncic_2022_eng_byeol14_hwp
765,CF-2022-5-14,That’ll do.,,0,ncic_2022_eng_byeol14_hwp
766,CF-2022-5-14,That won’t do/work.,,0,ncic_2022_eng_byeol14_hwp
767,CF-2022-5-14,Are you satisfied/happy (with ...)?,,0,ncic_2022_eng_byeol14_hwp
768,CF-2022-5-14,How do you like/find ... ?,,0,ncic_2022_eng_byeol14_hwp
769,CF-2022-5-14,Is this what you want(ed)/need(ed)/ meant/had in mind?,,0,ncic_2022_eng_byeol14_hwp
770,CF-2022-5-15,It’s not fair.,,0,ncic_2022_eng_byeol14_hwp
771,CF-2022-5-15,I’m not happy about ... .,,0,ncic_2022_eng_byeol14_hwp
772,CF-2022-5-15,I want to complain about ... .,,0,ncic_2022_eng_byeol14_hwp
773,CF-2022-5-15,You can’t possibly ... .,,0,ncic_2022_eng_byeol14_hwp
774,CF-2022-5-15,"I’m sorry, but... .",,0,ncic_2022_eng_byeol14_hwp
775,CF-2022-5-16,I’m (not) (very) interested in ... .,,0,ncic_2022_eng_byeol14_hwp
776,CF-2022-5-16,... interests me (a lot/greatly).,,0,ncic_2022_eng_byeol14_hwp
777,CF-2022-5-16,I’m fascinated by ... .,,0,ncic_2022_eng_byeol14_hwp
778,CF-2022-5-16,How interesting/boring!,,0,ncic_2022_eng_byeol14_hwp
779,CF-2022-5-16,Are you interested in ... ?,,0,ncic_2022_eng_byeol14_hwp
780,CF-2022-5-16,What are you interested in?,,0,ncic_2022_eng_byeol14_hwp
781,CF-2022-5-16,Do you find X interesting?,,0,ncic_2022_eng_byeol14_hwp
782,CF-2022-5-17,What a surprise!,,0,ncic_2022_eng_byeol14_hwp
783,CF-2022-5-17,That’s/It’s surprising!,,0,ncic_2022_eng_byeol14_hwp
784,CF-2022-5-17,I (just) can’t believe this.,,0,ncic_2022_eng_byeol14_hwp
785,CF-2022-5-17,I’m surprised that ... .,,0,ncic_2022_eng_byeol14_hwp
786,CF-2022-5-17,Does that surprise you?,,0,ncic_2022_eng_byeol14_hwp
787,CF-2022-5-17,Are you surprised that ... ?,,0,ncic_2022_eng_byeol14_hwp
788,CF-2022-5-17,What surprised you?,,0,ncic_2022_eng_byeol14_hwp
789,CF-2022-6-1,You should/ought to ... .,,0,ncic_2022_eng_byeol14_hwp
790,CF-2022-6-1,It’s right/wrong to ... .,,0,ncic_2022_eng_byeol14_hwp
791,CF-2022-6-1,You must ... .,,0,ncic_2022_eng_byeol14_hwp
792,CF-2022-6-1,You have to/have got to ... .,,0,ncic_2022_eng_byeol14_hwp
793,CF-2022-6-1,You’re supposed to ... .,,0,ncic_2022_eng_byeol14_hwp
794,CF-2022-6-2,(Very) good.,,0,ncic_2022_eng_byeol14_hwp
795,CF-2022-6-2,That’s fine/excellent.,,0,ncic_2022_eng_byeol14_hwp
796,CF-2022-6-2,That’s/It’s not (very) good/nice.,,0,ncic_2022_eng_byeol14_hwp
797,CF-2022-6-2,You shouldn’t have done that.,,0,ncic_2022_eng_byeol14_hwp
798,CF-2022-6-2,I don’t/can’t approve (of ...).,,0,ncic_2022_eng_byeol14_hwp
799,CF-2022-6-2,How’s this?,,0,ncic_2022_eng_byeol14_hwp
800,CF-2022-6-2,What do you think of ... ?,,0,ncic_2022_eng_byeol14_hwp
801,CF-2022-6-2,How do you find ... ?,,0,ncic_2022_eng_byeol14_hwp
802,CF-2022-6-2,Do you approve (of) ... ?,,0,ncic_2022_eng_byeol14_hwp
803,CF-2022-6-3,It’s (all) your/his fault.,,0,ncic_2022_eng_byeol14_hwp
804,CF-2022-6-3,You’re to blame.,,0,ncic_2022_eng_byeol14_hwp
805,CF-2022-6-3,It’s (all) because of you/him.,,0,ncic_2022_eng_byeol14_hwp
806,CF-2022-6-3,It isn’t/wasn’t my fault.,,0,ncic_2022_eng_byeol14_hwp
807,CF-2022-6-3,Don’t blame me.,,0,ncic_2022_eng_byeol14_hwp
808,CF-2022-6-3,It was a(n honest) mistake.,,0,ncic_2022_eng_byeol14_hwp
809,CF-2022-7-1,Let’s ... .,,0,ncic_2022_eng_byeol14_hwp
810,CF-2022-7-1,What/How about ... ?,,0,ncic_2022_eng_byeol14_hwp
811,CF-2022-7-1,Why don’t we/you ... ?,,0,ncic_2022_eng_byeol14_hwp
812,CF-2022-7-1,Can you make it (at ten)?,,0,ncic_2022_eng_byeol14_hwp
813,CF-2022-7-1,You’d better ... .,,0,ncic_2022_eng_byeol14_hwp
814,CF-2022-7-1,(I think) you should/ought to ... .,,0,ncic_2022_eng_byeol14_hwp
815,CF-2022-7-1,Would you like (me) to ... ?,,0,ncic_2022_eng_byeol14_hwp
816,CF-2022-7-1,I suggest (that) we ... .,,0,ncic_2022_eng_byeol14_hwp
817,CF-2022-7-1,Shall we ... ?,,0,ncic_2022_eng_byeol14_hwp
818,CF-2022-7-2,Can I help you?,,0,ncic_2022_eng_byeol14_hwp
819,CF-2022-7-2,Let me help you.,,0,ncic_2022_eng_byeol14_hwp
820,CF-2022-7-2,Can I give you a hand?,,0,ncic_2022_eng_byeol14_hwp
821,CF-2022-7-2,"(Please,) open the door.",,0,ncic_2022_eng_byeol14_hwp
822,CF-2022-7-2,"Can you ...(, please)?",,0,ncic_2022_eng_byeol14_hwp
823,CF-2022-7-2,Could I ask you to ... ?,,0,ncic_2022_eng_byeol14_hwp
824,CF-2022-7-2,Would you mind closing the window?,,0,ncic_2022_eng_byeol14_hwp
825,CF-2022-7-3,Yes!/Okay!,,0,ncic_2022_eng_byeol14_hwp
826,CF-2022-7-3,Sure!/All right!,,0,ncic_2022_eng_byeol14_hwp
827,CF-2022-7-3,No problem.,,0,ncic_2022_eng_byeol14_hwp
828,CF-2022-7-3,(That) sounds good.,,0,ncic_2022_eng_byeol14_hwp
829,CF-2022-7-3,"Sorry ..., but ... .",,0,ncic_2022_eng_byeol14_hwp
830,CF-2022-7-3,"No, thank you.",,0,ncic_2022_eng_byeol14_hwp
831,CF-2022-7-3,"Thank you, but ... .",,0,ncic_2022_eng_byeol14_hwp
832,CF-2022-7-3,I’m afraid I can’t ... .,,0,ncic_2022_eng_byeol14_hwp
833,CF-2022-7-4,(I think) you should ... .,,0,ncic_2022_eng_byeol14_hwp
834,CF-2022-7-4,Why don’t you ... ?,,0,ncic_2022_eng_byeol14_hwp
835,CF-2022-7-4,You’d better ... .,,0,ncic_2022_eng_byeol14_hwp
836,CF-2022-7-4,"If I were you, I’d ... .",,0,ncic_2022_eng_byeol14_hwp
837,CF-2022-7-4,Do you think I should ... ?,,0,ncic_2022_eng_byeol14_hwp
838,CF-2022-7-4,Could you give me some advice?,,0,ncic_2022_eng_byeol14_hwp
839,CF-2022-7-4,What would you do if ... ?,,0,ncic_2022_eng_byeol14_hwp
840,CF-2022-7-5,"May/Can I ... (, please)?",,0,ncic_2022_eng_byeol14_hwp
841,CF-2022-7-5,Let me ... .,,0,ncic_2022_eng_byeol14_hwp
842,CF-2022-7-5,Do you mind if ... ?,,0,ncic_2022_eng_byeol14_hwp
843,CF-2022-7-5,Would it be possible ... ?,,0,ncic_2022_eng_byeol14_hwp
844,CF-2022-7-5,I was wondering if I could ... ?,,0,ncic_2022_eng_byeol14_hwp
845,CF-2022-7-5,(I’m afraid) that’s/it’s not possible.,,0,ncic_2022_eng_byeol14_hwp
846,CF-2022-7-6,Stand up.,,0,ncic_2022_eng_byeol14_hwp
847,CF-2022-7-6,Come to the front.,,0,ncic_2022_eng_byeol14_hwp
848,CF-2022-7-6,Flip the card.,,0,ncic_2022_eng_byeol14_hwp
849,CF-2022-7-6,Turn on the light.,,0,ncic_2022_eng_byeol14_hwp
850,CF-2022-7-6,The museum is on the left.,,0,ncic_2022_eng_byeol14_hwp
851,CF-2022-7-6,Go to the end of the street and turn right.,,0,ncic_2022_eng_byeol14_hwp
852,CF-2022-7-6,Where is the supermarket?,,0,ncic_2022_eng_byeol14_hwp
853,CF-2022-7-6,It’s straight ahead.,,0,ncic_2022_eng_byeol14_hwp
854,CF-2022-7-7,Don’t ... .,,0,ncic_2022_eng_byeol14_hwp
855,CF-2022-7-7,Be careful.,,0,ncic_2022_eng_byeol14_hwp
856,CF-2022-7-7,Watch/Look out (for ...)!,,0,ncic_2022_eng_byeol14_hwp
857,CF-2022-7-7,Make sure you don’t ... .,,0,ncic_2022_eng_byeol14_hwp
858,CF-2022-7-7,Mind your head/step!,,0,ncic_2022_eng_byeol14_hwp
859,CF-2022-7-8,Don’t ... .,,0,ncic_2022_eng_byeol14_hwp
860,CF-2022-7-8,You mustn’t/can’t/shouldn’t ... .,,0,ncic_2022_eng_byeol14_hwp
861,CF-2022-7-8,You’d better not ... .,,0,ncic_2022_eng_byeol14_hwp
862,CF-2022-7-8,Ⅲ. 담화와 글,,0,ncic_2022_eng_byeol14_hwp
863,CF-2022-1-1,Hey!/Hello!,,0,ncic_2022_eng_byeol14_hwp
864,CF-2022-1-1,"(Oh,) look/listen.",,0,ncic_2022_eng_byeol14_hwp
865,CF-2022-1-1,"May I have your attention(, please)?",,0,ncic_2022_eng_byeol14_hwp
866,CF-2022-1-1,Excuse me.,,0,ncic_2022_eng_byeol14_hwp
867,CF-2022-1-2,Hi!/Hello!,,0,ncic_2022_eng_byeol14_hwp
868,CF-2022-1-2,Good morning/afternoon/evening.,,0,ncic_2022_eng_byeol14_hwp
869,CF-2022-1-2,Good/Nice to see you (again)!,,0,ncic_2022_eng_byeol14_hwp
870,CF-2022-1-2,How do you DO?,,0,ncic_2022_eng_byeol14_hwp
871,CF-2022-1-2,-How do YOU do?,,0,ncic_2022_eng_byeol14_hwp
872,CF-2022-1-2,It’s been a long time.,,0,ncic_2022_eng_byeol14_hwp
873,CF-2022-1-3,Mr./Miss/Mrs./Ms. ...,,0,ncic_2022_eng_byeol14_hwp
874,CF-2022-1-3,Doctor/Professor/Director Brown,,0,ncic_2022_eng_byeol14_hwp
875,CF-2022-1-3,How/What do you want me to call you?,,0,ncic_2022_eng_byeol14_hwp
876,CF-2022-1-4,How are you (today)?,,0,ncic_2022_eng_byeol14_hwp
877,CF-2022-1-4,How’s it going?,,0,ncic_2022_eng_byeol14_hwp
878,CF-2022-1-4,How are you doing?,,0,ncic_2022_eng_byeol14_hwp
879,CF-2022-1-4,What's up?,,0,ncic_2022_eng_byeol14_hwp
880,CF-2022-1-4,How have you/things been?,,0,ncic_2022_eng_byeol14_hwp
881,CF-2022-1-4,"(I’m) okay (, thanks/thank you).",,0,ncic_2022_eng_byeol14_hwp
882,CF-2022-1-4,"(I’m) fine/very well (, thanks/thank you).",,0,ncic_2022_eng_byeol14_hwp
883,CF-2022-1-4,"Not (too/so) bad (, thanks/thank you).",,0,ncic_2022_eng_byeol14_hwp
884,CF-2022-1-5,Say hello to ... (for me).,,0,ncic_2022_eng_byeol14_hwp
885,CF-2022-1-5,Please give my regards to ... .,,0,ncic_2022_eng_byeol14_hwp
886,CF-2022-1-5,Remember me to ... .,,0,ncic_2022_eng_byeol14_hwp
887,CF-2022-1-6,I’m ... .,,0,ncic_2022_eng_byeol14_hwp
888,CF-2022-1-6,My name is ... .,,0,ncic_2022_eng_byeol14_hwp
889,CF-2022-1-6,I’m ... .,,0,ncic_2022_eng_byeol14_hwp
890,CF-2022-1-6,Please call me ... .,,0,ncic_2022_eng_byeol14_hwp
891,CF-2022-1-6,"X, this is Y. Y, this is X.",,0,ncic_2022_eng_byeol14_hwp
892,CF-2022-1-6,I’d like you to meet ... .,,0,ncic_2022_eng_byeol14_hwp
893,CF-2022-1-6,I’d like to introduce ... .,,0,ncic_2022_eng_byeol14_hwp
894,CF-2022-1-6,(It’s) nice/good to meet you.,,0,ncic_2022_eng_byeol14_hwp
895,CF-2022-1-6,(I’m) (very) pleased to meet you.,,0,ncic_2022_eng_byeol14_hwp
896,CF-2022-1-6,It’s a pleasure to meet/meeting you.,,0,ncic_2022_eng_byeol14_hwp
897,CF-2022-1-6,I’ve been looking forward to meeting you.,,0,ncic_2022_eng_byeol14_hwp
898,CF-2022-1-7,Do you know each other?,,0,ncic_2022_eng_byeol14_hwp
899,CF-2022-1-7,Have you already met ... ?,,0,ncic_2022_eng_byeol14_hwp
900,CF-2022-1-7,"I think you (two) know/have met each other, don’t/haven’t you?",,0,ncic_2022_eng_byeol14_hwp
901,CF-2022-1-7,"X, can I introduce Y?",,0,ncic_2022_eng_byeol14_hwp
902,CF-2022-1-8,Welcome!,,0,ncic_2022_eng_byeol14_hwp
903,CF-2022-1-8,Glad you’re here.,,0,ncic_2022_eng_byeol14_hwp
904,CF-2022-1-8,Glad you could come.,,0,ncic_2022_eng_byeol14_hwp
905,CF-2022-1-9,(Please) help yourself.,,0,ncic_2022_eng_byeol14_hwp
906,CF-2022-1-9,Please go ahead.,,0,ncic_2022_eng_byeol14_hwp
907,CF-2022-1-9,Please try some ... .,,0,ncic_2022_eng_byeol14_hwp
908,CF-2022-1-9,Would you like some ... ?,,0,ncic_2022_eng_byeol14_hwp
909,CF-2022-1-9,Do you want some more(...)?,,0,ncic_2022_eng_byeol14_hwp
910,CF-2022-1-9,"Yes, please/thanks/thank you.",,0,ncic_2022_eng_byeol14_hwp
911,CF-2022-1-9,"No, thanks/thank you. (I’m full./I’d rather have some ... .)",,0,ncic_2022_eng_byeol14_hwp
912,CF-2022-1-9,That would be very nice.,,0,ncic_2022_eng_byeol14_hwp
913,CF-2022-1-9,It/everything looks delicious.,,0,ncic_2022_eng_byeol14_hwp
914,CF-2022-1-10,Thanks (a lot)/Thank you (very/so much).,,0,ncic_2022_eng_byeol14_hwp
915,CF-2022-1-10,Thanks for ... .,,0,ncic_2022_eng_byeol14_hwp
916,CF-2022-1-10,I (really) (do) appreciate your help/ what you’ve done.,,0,ncic_2022_eng_byeol14_hwp
917,CF-2022-1-10,Sure.,,0,ncic_2022_eng_byeol14_hwp
918,CF-2022-1-10,You’re welcome.,,0,ncic_2022_eng_byeol14_hwp
919,CF-2022-1-10,No problem.,,0,ncic_2022_eng_byeol14_hwp
920,CF-2022-1-10,(It was) my pleasure.,,0,ncic_2022_eng_byeol14_hwp
921,CF-2022-1-10,Don’t mention it.,,0,ncic_2022_eng_byeol14_hwp
922,CF-2022-1-10,Not a big deal.,,0,ncic_2022_eng_byeol14_hwp
923,CF-2022-1-11,(I’m so/very) sorry (about that).,,0,ncic_2022_eng_byeol14_hwp
